index	table_id	annotator_id	premise	hypothesis	label 
14272	T2466	GW117	The Water of Juneau, AlaskaDzánti K'ihéeni are 551.92 sq mi (1,429.46 km 2 ). 	Juneau has more water area than land.	2
14273	T2467	GW116	The Coronation of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are 1 August 527. 	The coronation occurred on August 1 527.	0
14274	T2467	GW116	The Coronation of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are 1 August 527. 	This was the first coronation ever.	1
14275	T2467	GW116	The Coronation of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are 1 August 527. 	The coronation occurred on August 1 528.	2
14276	T2467	GW112	The Successor of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are Justin II. 	Justinian the Great reigned in the early 6th century.	0
14277	T2467	GW112	The Successor of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are Justin II. 	Justinian the Great was sometimes referred to as Justin.	1
14278	T2467	GW112	The Successor of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are Justin II. 	Justinian the Great was not considered a saint.	2
14279	T2467	GW28	The Coronation of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are 1 August 527. 	Justinian the Great was crowned in the summer of 527 and ruled for 38 years.	0
14280	T2467	GW28	The Successor of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are Justin II. 	Justinian the Great was married to multiple women.	1
14281	T2467	GW28	The Successor of Justinian the Great Saint Justinian Justinian I Μέγας Ἰουστινιανός are Justin II. 	Justinian the Great ruled single-handedly without assistance.	2
14282	T2468	GW102	The Type of Kahlúa are Coffee Liqueur. 	In 1936 Pernod Ricard introduced a coffee liqueur that contained only 20% alcohol.	0
14283	T2468	GW102	The Alcohol by volume of Kahlúa are 20.0%. 	Kahlua was the first liqueur created by Pernod Ricard.	1
14284	T2468	GW102	The Manufacturer of Kahlúa are Pernod Ricard. 	Pernod Ricard manufactures it's products in a factory near Dallas, Texas.	2
14285	T2468	GW112	The Introduced of Kahlúa are 1936; 83 years ago (1936). 	Pernod Ricard Kahlúa has been around since the 1930s.	0
14286	T2468	GW112	The Manufacturer of Kahlúa are Pernod Ricard. 	Pernod Ricard Kahlúa is made in Mexico.	1
14287	T2468	GW112	The Website of Kahlúa are www.kahlua.com. 	Pernod Ricard Kahlúa is 5% ABV.	2
14288	T2468	GW89	The Type of Kahlúa are Coffee Liqueur. 	Kahlua is produced in Mexico.	0
14289	T2468	GW89	The Type of Kahlúa are Coffee Liqueur. 	Kahlua is the most popular coffee liqueur.	1
14290	T2468	GW89	The Type of Kahlúa are Coffee Liqueur. 	Kahlua was invented in the 19th century.	2
14291	T2469	GW111	The Country of Katowice are Poland. 	Katowice is a country in Poland.	0
14292	T2469	GW111	The Established of Katowice are 16th century - 1598 first official information. 	There are unofficial records concerning Katowice dating back to the late 1500's.	1
14293	T2469	GW111	The Established of Katowice are 16th century - 1598 first official information. 	Katowice was established in the 15th century.	2
14294	T2469	GW28	The County of Katowice are city county. 	Katowice is a centuries old city in Poland.	0
14295	T2469	GW28	The Voivodeship of Katowice are Silesian. 	Katowice is Poland's largest city.	1
14296	T2469	GW28	The City rights of Katowice are 1865. 	Katowice gained status as a city in the 18th century.	2
14297	T2469	GW95	The Established of Katowice are 16th century - 1598 first official information. 	Katowice was established in the 1500s	0
14298	T2469	GW95	The Country of Katowice are Poland. 	Katowice was not always a part of Poland	1
14299	T2469	GW95	The City rights of Katowice are 1865. 	Katowice never got its city rights from Poland.	2
14300	T2470	GW107	The Website of Zenith are zenith-watches .com. 	Zenith is a Swiss company.	0
14301	T2470	GW107	The Parent of Zenith are LVMH. 	Zenith produces only automatic watches.	1
14302	T2470	GW107	The Founded of Zenith are Le Locle, Neuchâtel, Switzerland, 1865. 	Zenith was founded in the 20th century.	2
14303	T2470	GW1	The Founded of Zenith are Le Locle, Neuchâtel, Switzerland, 1865. 	Zenith was founded in the 19th century.	0
14304	T2470	GW1	The Type of Zenith are Wholly owned subsidiary. 	Zenith did not used to be a wholly owned subsidiary.	1
14305	T2470	GW1	The Website of Zenith are zenith-watches .com. 	Zenith's website has 2 syllables in it.	2
14306	T2470	GW86	The Area served of Zenith are Worldwide. 	The headquarters of Zenith are located in the same area where the company was founded.	0
14307	T2470	GW86	The Founder of Zenith are Georges Favre-Jacot. 	Zenith's current CEO is Swiss.	1
14308	T2470	GW86	The Website of Zenith are zenith-watches .com. 	Zenith is an independently-owned company.	2
14309	T2471	GW13	The Area code(s) of Barranquilla are 57 + 5. 	Barranquilla has a metro area with more than 2 million people.	0
14310	T2471	GW13	The Mayor of Barranquilla are Alejandro Char  ,  (Radical Change). 	Alejandro Char has been mayor since 2005.	1
14311	T2471	GW13	The Time zone of Barranquilla are UTC-5. 	The area of Baranquilla spans across two time zones.	2
14312	T2471	GW28	The Population (2005) Municipality and city of Barranquilla are 1,148,506. 	Barranquilla is a Colombian city over two hundred years old.	0
14313	T2471	GW28	The Demonym(s) of Barranquilla are Barranquillero/a. 	Barranquilla is the richest city in the Caribbean.	1
14314	T2471	GW28	The Region of Barranquilla are Caribbean. 	Barranquilla is located in the mountains of Colombia.	2
14315	T2471	GW113	The Mayor of Barranquilla are Alejandro Char  ,  (Radical Change). 	Alejandro Char is the mayor of Barranquilla city	0
14316	T2471	GW113	The Established of Barranquilla are April 7, 1813. 	It was established in April 7 1815	1
14317	T2471	GW113	The Elevation of Barranquilla are 18 m (59 ft). 	The elevation of the Barranquilla city may be 19m(62ft)	2
14318	T2472	GW111	The Starring of Vertigo are James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, and Henry Jones. 	James Stewart starred in Vertigo.	0
14319	T2472	GW111	The Productioncompany of Vertigo are Alfred J. Hitchcock Productions. 	Vertigo was James Stewart's first film.	1
14320	T2472	GW111	The Distributed by of Vertigo are Paramount Pictures. 	Vertigo was distributed by Universal Pictures.	2
14321	T2472	GW123	Vertigo was Release date on May 9, 1958 (1958-05-09). 	Vertigo is Released on May 9, 1958	0
14322	T2472	GW123	The Budget of Vertigo are $2.5 million. 	Vertigo Budget is $3 million	1
14323	T2472	GW123	The Language of Vertigo are English. 	Vertigo's language is Italian	2
14324	T2472	GW118	The Directed by of Vertigo are Alfred Hitchcock. 	Vertigo is directed by Alfred Hitchcock	0
14325	T2472	GW118	Vertigo was Release date on May 9, 1958 (1958-05-09). 	Vertigo was released on May 19, 1958	1
14326	T2472	GW118	The Music by of Vertigo are Bernard Herrmann. 	Cinematography of Vertigo is done by Bernard Herrmann	2
14327	T2473	GW113	The President of the Senate of the Republic of Elisabetta Casellati are Assumed office: 24 March 2018, President : Sergio Mattarella, and Preceded by : Pietro Grasso. 	Elisabetta Casellati was the President of the Senate of the Republic	0
14328	T2473	GW113	Elisabetta Casellati was Born on Maria Elisabetta Alberti ,  (1946-08-12) 12 August 1946 (age 73) , Rovigo, Italy. 	Elisabetta Casellati was born on 12 August 1947	1
14329	T2473	GW113	The Children of Elisabetta Casellati are 2. 	Elisabetta Casellati has 3 children	2
14330	T2473	GW120	The President of the Senate of the Republic of Elisabetta Casellati are Assumed office: 24 March 2018, President : Sergio Mattarella, and Preceded by : Pietro Grasso. 	Elisabetta Casellati, President of the Senate of the Republic Incumbent  currently belongs to Forza Italia political party is a Lawyer, Professor and Politician by profession.	0
14331	T2473	GW120	The Spouse(s) of Elisabetta Casellati are Giambattista Casellati. 	Elisabetta Casellati never gone to other countries other than Italy.	1
14332	T2473	GW120	The Political party of Elisabetta Casellati are Forza Italia (1994-2009) , People of Freedom (2009-2013) , Forza Italia (2013-present). 	Elisabetta Casellati served in Forza Italia political party alone.	2
14333	T2473	GW121	The Member of the Senate of the Republic of Elisabetta Casellati are Assumed office: 23 May 2018, 30 May 2001 – 15 September 2014, 15 April 1994 – 8 May 1996, and Constituency : Veneto. 	Elisabetta Caselatti has been a member of multiple political parties.	0
14334	T2473	GW121	The Spouse(s) of Elisabetta Casellati are Giambattista Casellati. 	Elisabetta Caselatti has two daughters.	1
14335	T2473	GW121	The President of the Senate of the Republic of Elisabetta Casellati are Assumed office: 24 March 2018, President : Sergio Mattarella, and Preceded by : Pietro Grasso. 	Elisabetta Caselatti has served as President of the Senate of the Republic for more than 10 years.	2
14336	T2474	GW1	The Districts Count of Pyongyang are 18 districts, 2 county. 	Pyongyang had a population of over 2 million in 2016.	0
14337	T2474	GW1	The Chosŏn'gŭl of Pyongyang are 평양직할시. 	Pyongyang used to have a different Hancha.	1
14338	T2474	GW1	The Chosŏn'gŭl of Pyongyang are 평양직할시. 	Pyongyang only has one district.	2
14339	T2474	GW126	The Chairman of Pyongyang People's Committee of Pyongyang are Cha Hui-rim. 	Pyongyang Chairman of Pyongyang People's Committee is Cha Hui-rim.	0
14340	T2474	GW126	The Area of Pyongyang are 2,870,000. 	Pyongyang Area of Total is 3,000 km2.	1
14341	T2474	GW126	The Population (2016) of Pyongyang are 2,870,000. 	Pyongyang Population (2016) Total is 2,870,000.	2
14342	T2474	GW122	The Population (2016) of Pyongyang are 2,870,000. 	The Total Population is 2,870,000.	0
14343	T2474	GW122	The Region of Pyongyang are Pyongan Province. 	The Region consists of 18 districts, 4 county.	1
14344	T2474	GW122	The Area of Pyongyang are 2,870,000. 	The Total Area is 3,000 km2 (850 sq mi)	2
14345	T2475	GW115	The Released of Fly Alway With Me are March 14, 2008. 	Fly Alway With Me Released on March 14, 2008.	0
14346	T2475	GW115	The Recorded of Fly Alway With Me are 2007. 	Fly Alway With Me Recorded on 2008.	1
14347	T2475	GW115	The Length of Fly Alway With Me are 3:41. 	Fly Alway With Me Length is 3:00	2
14348	T2475	GW13	The Recorded of Fly Alway With Me are 2007. 	Fly Away With Me was recorded in 2007 and released in 2008.	0
14349	T2475	GW13	The Chronology of Fly Alway With Me are Reach Down In Your Soul (2007), Fly Alway With Me (2008), and Conflict (This Is Your Brain on Drugs) (2008). 	Fly Away With Me placed on the Billboard charts in 2008.	1
14350	T2475	GW13	The Artist of Fly Alway With Me are Sy Smith. 	"Sy Smith wrote and produced ""Fly Away With Me"""	2
14351	T2475	GW107	The Album of Fly Alway With Me are Conflict. 	The song Fly Alway With Me was written and performed by the same person.	0
14352	T2475	GW107	The Artist of Fly Alway With Me are Sy Smith. 	Fly Alway With Me is the most famous song of Sy Smith.	1
14353	T2475	GW107	The Length of Fly Alway With Me are 3:41. 	The length of the song Fly Alway With Me is over 10 minutes.	2
14354	T2476	GW1	The Produced by of Duel of Champions are Dominico Fazzari. 	Duel of Champions came out in the 20th century.	0
14355	T2476	GW1	The Written by of Duel of Champions are Carlo Lizzani , Ennio De Concini , Giuliano Montaldo. 	More of the writing was done by Carlo Lizzani on Duel of Champions than Ennio De Concini.	1
14356	T2476	GW1	The Based on of Duel of Champions are story by Luciano Vincenzoni. 	More than two people worked on the music on Duel of Champions.	2
14357	T2476	GW107	The Release date of Duel of Champions are 1961 (1961). 	Duel of Champions was released in the 60s.	0
14358	T2476	GW107	The Starring of Duel of Champions are Alan Ladd. 	Duel of Champions is the most famous Italian movie.	1
14359	T2476	GW107	The Directed by of Duel of Champions are Ferdinando Baldi , Terence Young. 	Duel of Champions was directed by only one person.	2
14360	T2476	GW116	The Country of Duel of Champions are Italy. 	Duel of Champions has 2 directors.	0
14361	T2476	GW116	The Country of Duel of Champions are Italy. 	Duel of Champions took 3 years to complete.	1
14362	T2476	GW116	The Country of Duel of Champions are Italy. 	Duel of Champions has 4 directors.	2
14363	T2477	GW116	The Area rank of New Taipei (新北市) are 9 out of 22. 	New Taipei's area rank is 9.	0
14364	T2477	GW116	The Mayor of New Taipei (新北市) are Hou You-yi (KMT). 	Hou You-yi has been the mayor for 3 months.	1
14365	T2477	GW116	The Area code(s) of New Taipei (新北市) are (0)2. 	New Taipei's area rank is 17.	2
14366	T2477	GW68	The Special municipality Area of New Taipei (新北市) are 2,052.57 km2 (792.50 sq mi). 	New Taipei has a larger special municipality square miles than urban square miles.	0
14367	T2477	GW68	The Seat of New Taipei (新北市) are Banqiao District. 	New Taipei's seat is in the eastern part of its region.	1
14368	T2477	GW68	The Special municipality Population of New Taipei (新北市) are 3,972,204. 	Its urban population is over 5 million more than its special municipality population.	2
14369	T2477	GW31	The Districts of New Taipei (新北市) are 29 districts Luzhou, Sanchong, Shulin, Sanxia, Yingge, Tamsui, Bali, Jinshan, Sanzhi, Shimen, Wanli, Xindian, Pinglin, Shenkeng, Shiding, Wulai, Xizhi, Ruifang, Gongliao, Pingxi, Shuangxi, Xinzhuang, Linkou, Taishan, Wugu, Banqiao, Tucheng, Yonghe, and Zhonghe. 	New Taipei HAS 29 districts one of which is named Shenkeng.	0
14370	T2477	GW31	The Districts of New Taipei (新北市) are 29 districts Luzhou, Sanchong, Shulin, Sanxia, Yingge, Tamsui, Bali, Jinshan, Sanzhi, Shimen, Wanli, Xindian, Pinglin, Shenkeng, Shiding, Wulai, Xizhi, Ruifang, Gongliao, Pingxi, Shuangxi, Xinzhuang, Linkou, Taishan, Wugu, Banqiao, Tucheng, Yonghe, and Zhonghe. 	Of the 29 districts of New Taipei the Banqiao District is the largest.	1
14371	T2477	GW31	The Type of New Taipei (新北市) are New Taipei City Government. 	New Taipei is part of Southern Taiwan and is governed by a democratic type government.	2
14372	T2478	GW116	The Parent of Mahindra Ugine Steel are Mahindra Group. 	Mahindra Ugine Steel is a public company.	0
14373	T2478	GW116	The Type of Mahindra Ugine Steel are Public. 	Mahindra Ugine Steel has always been a steel company.	1
14374	T2478	GW116	The Parent of Mahindra Ugine Steel are Mahindra Group. 	Mahindra Ugine Steel is a private company.	2
14375	T2478	GW110	The Industry of Mahindra Ugine Steel are Steel. 	Mahindra Ugine Steel is a steel manufacturer based in Bombay.	0
14376	T2478	GW110	The Parent of Mahindra Ugine Steel are Mahindra Group. 	Mahindra Ugine Steel is the most profitable subsidiary of Mahindra Group.	1
